Id,Nro Víctimas,Año,Mes,Día,Hora,Tipo de calle,Cruce,Lugar del hecho,Comuna,Pos x,Pos y,Participantes,Víctima,Acusado,Rol,Sexo,Edad
2017-0112,2,2017,Septiembre,Domingo,9,AUTOPISTA,NO,AUTOPISTA 25 DE MAYO y VARELA AV.,7,-58.45807401,-34.63997430,AUTO-OBJETO FIJO,AUTO,AUTO,PASAJERO_ACOMPAÑANTE,MASCULINO,39
2017-0113,1,2017,Septiembre,Lunes,6,AVENIDA,SI,SANTA FE AV. y MAIPU,1,-58.37697717,-34.59573848,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,76
2017-0114,1,2017,Septiembre,Viernes,2,AVENIDA,SI,ALVEAR AV. y DEL LIBERTADOR AV.,2,-58.39100580,-34.58498660,AUTO-OBJETO FIJO,AUTO,AUTO,CONDUCTOR,MASCULINO,26
2017-0115,1,2017,Septiembre,Martes,18,AVENIDA,SI,PAVON AV. y TREINTA Y TRES ORIENTALES,5,-58.42182126,-34.63089661,MOTO-BICICLETA,MOTO,BICICLETA,CONDUCTOR,MASCULINO,34
2017-0116,1,2017,Septiembre,Miércoles,22,GRAL PAZ,NO,"PAZ, GRAL. AV. 5750",12,-58.51389422,-34.58075791,MOTO-OBJETO FIJO,MOTO,MOTO,CONDUCTOR,MASCULINO,22
2017-0118,1,2017,Septiembre,Viernes,7,AVENIDA,SI,"VIEYTES y CRUZ, OSVALDO AV.",4,-58.37585415,-34.65232158,MOTO-AUTO,MOTO,AUTO,PASAJERO_ACOMPAÑANTE,FEMENINO,26
2017-0120,1,2017,Octubre,Lunes,15,AUTOPISTA,SI,AUTOPISTA DELLEPIANE LUIS TTE. GRAL. y ESCALADA AV.,9,-58.47297505,-34.66245085,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,20
2017-0123,1,2017,Octubre,Martes,1,AVENIDA,SI,ALBARIÑO y ARGENTINA AV.,8,-58.46855503,-34.67216349,PEATON-AUTO,PEATON,AUTO,PEATON,FEMENINO,36
2017-0124,1,2017,Octubre,Jueves,14,CALLE,NO,"RAMIREZ DE VELASCO, JUAN 1211",15,-58.44254033,-34.59185043,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,51
2017-0125,1,2017,Octubre,Viernes,6,AVENIDA,SI,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. y LARRAYA",8,-58.46622247,-34.67926929,MOTO-OBJETO FIJO,MOTO,MOTO,CONDUCTOR,MASCULINO,29
2017-0126,2,2017,Octubre,Sábado,6,AVENIDA,SI,RIESTRA AV. y CAÑADA DE GOMEZ,8,-58.48003734,-34.68148508,AUTO-OBJETO FIJO,AUTO,AUTO,PASAJERO_ACOMPAÑANTE,MASCULINO,39
2017-0126,2,2017,Octubre,Sábado,6,AVENIDA,SI,RIESTRA AV. y CAÑADA DE GOMEZ,8,-58.48003734,-34.68148508,AUTO-OBJETO FIJO,AUTO,AUTO,CONDUCTOR,MASCULINO,36
2017-0127,1,2017,Octubre,Lunes,7,AVENIDA,SI,GALLO y CORDOBA AV.,2,-58.41192137,-34.59800248,MOTO-MOTO,MOTO,MOTO,PASAJERO_ACOMPAÑANTE,MASCULINO,24
2017-0128,1,2017,Octubre,Martes,12,CALLE,NO,"ARANGUREN, JUAN F., DR. 611",6,-58.44034689,-34.61349731,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,60
2017-0129,1,2017,Octubre,Jueves,19,AUTOPISTA,SI,AUTOPISTA PERITO MORENO y AUTOPISTA 25 DE MAYO,9,-58.47155277,-34.64925746,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,57
2017-0130,1,2017,Octubre,Viernes,5,AVENIDA,SI,CHORROARIN y SAN MARTIN AV.,15,-58.47883099,-34.59967065,AUTO-CARGAS,AUTO,CARGAS,CONDUCTOR,MASCULINO,23
2017-0132,1,2017,Octubre,Lunes,14,AVENIDA,SI,"COSQUIN y ROCA, CNEL. AV.",8,-58.46552171,-34.69374130,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,23
2017-0134,1,2017,Noviembre,Lunes,18,AVENIDA,NO,"ROCA, CNEL. AV. 3555",8,-58.44239720,-34.66777987,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,47
2017-0135,1,2017,Noviembre,Martes,12,AVENIDA,SI,WARNES AV. y PUNTA ARENAS,15,-58.47032551,-34.59626814,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,24
2017-0136,1,2017,Noviembre,Jueves,8,AVENIDA,SI,"BARCO CENTENERA DEL y RABANAL, FRANCISCO, INTENDENTE AV.",4,-58.41827843,-34.65522746,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,55
2017-0137,1,2017,Noviembre,Viernes,11,AVENIDA,SI,MOSCONI GENERAL AV. y SAN NICOLAS,11,-58.51280715,-34.59279388,PEATON-CARGAS,PEATON,CARGAS,PEATON,FEMENINO,60
2017-0138,1,2017,Noviembre,Domingo,10,AVENIDA,SI,"LAFUENTE AV. y PERON, EVA AV.",7,-58.46258582,-34.64385704,MOTO-OBJETO FIJO,MOTO,MOTO,PASAJERO_ACOMPAÑANTE,MASCULINO,25
2017-0139,1,2017,Noviembre,Domingo,22,AVENIDA,SI,"ROCA, CNEL. AV. y ESCALADA AV.",8,-58.45064148,-34.68003614,AUTO-OBJETO FIJO,AUTO,AUTO,PASAJERO_ACOMPAÑANTE,FEMENINO,15
2017-0140,1,2017,Noviembre,Domingo,23,AUTOPISTA,NO,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,4,0,0,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,24
2017-0141,1,2017,Noviembre,Jueves,19,AVENIDA,SI,"LA PLATA AV. y GOYENA, PEDRO AV.",6,-58.42717783,-34.62513374,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,22
2017-0143,1,2017,Noviembre,Sábado,21,CALLE,SI,"TRELLES, MANUEL R. y DIAZ, CESAR, GRAL.",11,-58.46442001,-34.60724519,AUTO-PASAJEROS,AUTO,PASAJEROS,CONDUCTOR,MASCULINO,50
2017-0144,1,2017,Noviembre,Domingo,6,GRAL PAZ,SI,"ROCA, CNEL. AV. y PAZ, GRAL. AV.",8,-58.47064556,-34.69843756,AUTO-OBJETO FIJO,AUTO,AUTO,PASAJERO_ACOMPAÑANTE,FEMENINO,50
2017-0145,1,2017,Noviembre,Domingo,17,CALLE,SI,MAZA y DON BOSCO,5,-58.41677733,-34.61223119,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,58
2017-0147,1,2017,Noviembre,Martes,11,GRAL PAZ,SI,"PAZ, GRAL. AV. y PERON, EVA AV.",9,-58.50251790,-34.67450313,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,49
2017-0148,1,2017,Noviembre,Miércoles,10,AVENIDA,SI,SAN JUAN AV. y LA RIOJA,3,-58.40708125,-34.62438894,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,82
2017-0149,1,2017,Noviembre,Jueves,12,AVENIDA,SI,PASEO COLON AV. y MEXICO,1,-58.36947198,-34.61477051,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,13
2017-0150,1,2017,Diciembre,Lunes,1,AVENIDA,SI,RIVADAVIA AV. y MIRALLA,9,-58.51140889,-34.63934531,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,56
2017-0151,1,2017,Diciembre,Lunes,2,CALLE,SI,VIEYTES y LUJAN,4,-58.37460912,-34.65559133,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,39
2017-0152,1,2017,Diciembre,Miércoles,17,CALLE,SI,CACHI y TRAFUL,4,-58.41146277,-34.65073916,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS,CICLISTA,MASCULINO,19
2017-0153,2,2017,Diciembre,Lunes,2,AVENIDA,SI,ROSARIO y LA PLATA AV.,6,-58.42855267,-34.61829385,MOTO-PASAJEROS,MOTO,PASAJEROS,PASAJERO_ACOMPAÑANTE,MASCULINO,39
2017-0153,2,2017,Diciembre,Lunes,2,AVENIDA,SI,ROSARIO y LA PLATA AV.,6,-58.42855267,-34.61829385,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,30
2017-0154,1,2017,Diciembre,Lunes,9,AVENIDA,SI,ENTRE RIOS AV. y CASEROS AV.,4,-58.39035581,-34.63412287,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,76
2017-0155,1,2017,Diciembre,Martes,21,AVENIDA,NO,RIVADAVIA AV. 6350,7,-58.45593915,-34.62656868,SD-MOTO,MOTO,MOTO,CONDUCTOR,MASCULINO,77
2017-0157,1,2017,Diciembre,Domingo,9,GRAL PAZ,SI,"PAZ, GRAL. AV. y HUMAITA",9,-58.52866211,-34.64597065,AUTO-PASAJEROS,AUTO,PASAJEROS,CONDUCTOR,MASCULINO,53
2017-0158,1,2017,Diciembre,Lunes,21,GRAL PAZ,SI,"GUALEGUAYCHU y PAZ, GRAL. AV.",11,-58.52037476,-34.59407024,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,32
2017-0159,1,2017,Diciembre,Miércoles,4,AVENIDA,SI,"INDEPENDENCIA AV. y CEVALLOS, VIRREY",1,-58.38896772,-34.61799615,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,27
2017-0160,1,2017,Diciembre,Viernes,13,AVENIDA,NO,NAZCA AV. 365,7,-58.47074114,-34.62771756,PEATON-MOTO,PEATON,MOTO,PEATON,FEMENINO,30
2017-0161,1,2017,Diciembre,Martes,15,AVENIDA,NO,"PERON, EVA AV. 5249",9,-58.48200819,-34.65969965,PEATON-AUTO,PEATON,AUTO,PEATON,FEMENINO,30
2018-0001,1,2018,Enero,Lunes,22,AVENIDA,SI,SAN JUAN AV. y RINCON,3,-58.39536773,-34.62297346,PEATON-MOTO,PEATON,MOTO,PEATON,MASCULINO,83
2018-0002,1,2018,Enero,Miércoles,16,CALLE,NO,PERU 937,1,-58.37456088,-34.61895467,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS,CICLISTA,FEMENINO,26
2018-0003,1,2018,Enero,Viernes,10,AVENIDA,SI,"PUEYRREDON, HONORIO, DR. AV. y GALICIA",15,-58.44860217,-34.60395657,MULTIPLE,PEATON,MULTIPLE,PEATON,FEMENINO,58
2018-0004,1,2018,Enero,Martes,9,AVENIDA,SI,DEL LIBERTADOR AV. y MANZANARES,13,-58.46129513,-34.54332766,MULTIPLE,MOTO,MULTIPLE,CONDUCTOR,MASCULINO,39
2018-0005,1,2018,Enero,Martes,22,AVENIDA,NO,PASEO COLON AV. 1019,1,-58.36907201,-34.61953517,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,54
2018-0006,1,2018,Enero,Miércoles,21,CALLE,SI,VALLE y BARCO CENTENERA DEL,6,-58.44062219,-34.62499107,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS,CICLISTA,FEMENINO,45
2018-0007,1,2018,Enero,Jueves,2,AUTOPISTA,NO,AUTOPISTA PERITO MORENO KM. 0.6,9,-58.52502765,-34.63601265,AUTO-AUTO,AUTO,AUTO,CONDUCTOR,MASCULINO,46
2018-0008,1,2018,Enero,Viernes,17,AVENIDA,SI,"HUERGO, ING. AV. e INDEPENDENCIA AV.",1,-58.36659655,-34.61687778,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,FEMENINO,32
2018-0009,1,2018,Enero,Domingo,2,AVENIDA,SI,"PILCOMAYO y BROWN, ALTE. AV.",4,-58.36737389,-34.62763661,MOTO-MOTO,MOTO,MOTO,CONDUCTOR,MASCULINO,19
2018-0010,1,2018,Enero,Jueves,5,CALLE,SI,"CERVANTES y BELAUSTEGUI, LUIS, DR.",10,-58.49807953,-34.63038658,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,40
2018-0011,1,2018,Enero,Viernes,10,AVENIDA,SI,"CALLAO AV. y LOPEZ, VICENTE",2,-58.39092703,-34.59088447,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,84
2018-0012,1,2018,Enero,Viernes,13,CALLE,SI,"OLIDEN y CHILAVERT, MARTINIANO, CORONEL",8,-58.46912006,-34.68049201,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,20
2018-0013,1,2018,Enero,Domingo,8,AVENIDA,SI,CONGRESO AV. y GALVAN,12,-58.48661286,-34.56786129,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,44
2018-0014,1,2018,Enero,Miércoles,20,AVENIDA,SI,"MORENO, PERITO AV. y RIVERA INDARTE AV.",7,-58.44074927,-34.65080597,PEATON-MOTO,PEATON,MOTO,PEATON,MASCULINO,39
2018-0015,2,2018,Febrero,Martes,1,AVENIDA,NO,AUSTRALIA AV. 2800,4,-58.38636298,-34.64684275,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,28
2018-0015,2,2018,Febrero,Martes,1,AVENIDA,NO,AUSTRALIA AV. 2800,4,-58.38636298,-34.64684275,MOTO-PASAJEROS,MOTO,PASAJEROS,PASAJERO_ACOMPAÑANTE,MASCULINO,19
2018-0016,1,2018,Febrero,Jueves,10,AVENIDA,SI,"DEL LIBERTADOR AV. y RAMOS MEJIA, JOSE MARIA, DR. AV.",1,-58.37533517,-34.59276462,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,31
2018-0017,1,2018,Febrero,Sábado,4,AVENIDA,SI,SAN PEDRITO AV. y RIVADAVIA AV.,7,-58.46963952,-34.63070603,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,35
2018-0018,1,2018,Febrero,Sábado,7,CALLE,SI,"ISABEL LA CATOLICA y SALVADORES, CNEL.",4,-58.37207554,-34.64543658,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,26
2018-0019,1,2018,Febrero,Sábado,12,AVENIDA,SI,LAS HERAS GENERAL AV. y CALLAO AV.,2,-58.39189441,-34.59176378,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,80
2018-0020,1,2018,Febrero,Lunes,22,AUTOPISTA,NO,"FERNANDEZ DE LA CRUZ F., GRAL. AV. y AUTOPISTA PRESIDENTE HECTOR J. CAMPORA",8,-58.45012957,-34.66518343,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,26
2018-0021,1,2018,Febrero,Jueves,10,AVENIDA,SI,"ALCORTA, AMANCIO AV. y ZAVALETA",4,-58.40184094,-34.64546845,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,62
2018-0022,1,2018,Febrero,Sábado,0,AVENIDA,SI,"MONTES DE OCA, MANUEL AV. y OLAVARRIA",4,-58.37441153,-34.63966783,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,28
2018-0023,1,2018,Febrero,Sábado,6,CALLE,SI,BARCO CENTENERA DEL y ROSARIO,6,-58.44110156,-34.62082399,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,28
2018-0024,1,2018,Febrero,Miércoles,23,AVENIDA,SI,ALVAREZ THOMAS AV. y DONADO,15,-58.47087351,-34.57827342,PEATON-CARGAS,PEATON,CARGAS,PEATON,MASCULINO,70
2018-0025,1,2018,Marzo,Domingo,22,AVENIDA,SI,AVELLANEDA AV. y BOYACA AV.,7,-58.45962210,-34.62245140,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,70
2018-0026,2,2018,Marzo,Viernes,4,AVENIDA,SI,"RABANAL, FRANCISCO, INTENDENTE AV. y SAENZ AV.",4,-58.41657793,-34.65476216,MOVIL-CARGAS,MOVIL,CARGAS,CONDUCTOR,MASCULINO,24
2018-0026,2,2018,Marzo,Viernes,4,AVENIDA,SI,"RABANAL, FRANCISCO, INTENDENTE AV. y SAENZ AV.",4,-58.41657793,-34.65476216,MOVIL-CARGAS,MOVIL,CARGAS,PASAJERO_ACOMPAÑANTE,MASCULINO,30
2018-0027,1,2018,Marzo,Domingo,23,CALLE,SI,CASTRO y RONDEAU,5,-58.41911301,-34.63722107,PEATON-MOTO,PEATON,MOTO,PEATON,FEMENINO,74
2018-0028,1,2018,Marzo,Martes,15,AVENIDA,SI,"BILBAO, FRANCISCO AV. y AZUL",9,-58.47120586,-34.64251042,PEATON-CARGAS,PEATON,CARGAS,PEATON,MASCULINO,71
2018-0029,1,2018,Marzo,Jueves,18,AVENIDA,SI,NAZCA AV. y GAONA AV.,11,-58.47418944,-34.62049672,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,26
2018-0030,1,2018,Marzo,Martes,1,AVENIDA,SI,PLAZA y ALVAREZ THOMAS AV.,15,-58.46720441,-34.57905579,MOTO-MOTO,MOTO,MOTO,CONDUCTOR,MASCULINO,24
2018-0031,1,2018,Marzo,Miércoles,10,AVENIDA,SI,"GAONA AV. y ARTIGAS, JOSE GERVASIO, GRAL.",11,-58.46909362,-34.61779710,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,31
2018-0032,1,2018,Abril,Lunes,13,AVENIDA,SI,CABILDO AV. y AGUILAR,13,-58.44704343,-34.56888640,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,70
2018-0033,1,2018,Abril,Sábado,7,AVENIDA,SI,CAMARONES y LOPE DE VEGA AV.,10,-58.50535541,-34.62902048,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,FEMENINO,42
2018-0034,1,2018,Abril,Miércoles,18,AVENIDA,NO,SANTA FE AV. 2320,2,-58.40021675,-34.59522198,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,24
2018-0035,1,2018,Abril,Jueves,16,AVENIDA,NO,RIVADAVIA AV. 6950,7,-58.46325991,-34.62919627,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,39
2018-0036,1,2018,Abril,Viernes,23,AVENIDA,SI,SAN MARTIN AV. y ARGERICH,15,-58.49471482,-34.59694755,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,37
2018-0037,1,2018,Abril,Miércoles,18,AVENIDA,SI,"CORDOBA AV. y URIBURU JOSE E., PRES.",2,-58.39872610,-34.59975962,PEATON-CARGAS,PEATON,CARGAS,PEATON,MASCULINO,84
2018-0038,2,2018,Abril,Viernes,17,AVENIDA,NO,RIVADAVIA AV. 1571,1,-58.38872177,-34.60885045,PEATON-AUTO,PEATON,AUTO,PEATON,FEMENINO,59
2018-0038,2,2018,Abril,Viernes,17,AVENIDA,NO,RIVADAVIA AV. 1571,1,-58.38872177,-34.60885045,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,61
2018-0039,1,2018,Abril,Sábado,22,AUTOPISTA,NO,AUTOPISTA LUGONES KM 4.7,14,0,0,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,37
2018-0040,1,2018,Abril,Viernes,11,CALLE,SI,"FREIRE, RAMON, CAP. GRAL. y OLAGUER Y FELIU, VIRREY",13,-58.45686132,-34.57305993,PEATON-CARGAS,PEATON,CARGAS,PEATON,FEMENINO,50
2018-0041,1,2018,Abril,Viernes,13,AVENIDA,SI,"LA PLATA AV. y FERNANDEZ DE LA CRUZ, F., GRAL. AV.",4,-58.42281627,-34.64282424,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,78
2018-0042,1,2018,Abril,Viernes,18,CALLE,SI,BRANDSEN y PERDRIEL,4,-58.38666024,-34.63953396,MOTO-CARGAS,MOTO,CARGAS,PASAJERO_ACOMPAÑANTE,MASCULINO,23
2018-0043,1,2018,Abril,Sábado,6,AVENIDA,SI,"VILARDEBO, TEODORO y ALVAREZ JONTE AV.",11,-58.49122843,-34.61207587,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,25
2018-0044,1,2018,Abril,Sábado,9,AVENIDA,SI,ALBERTI e INDEPENDENCIA AV.,3,-58.40098306,-34.61866627,PEATON-AUTO,PEATON,AUTO,PEATON,FEMENINO,50
2018-0045,1,2018,Abril,Lunes,7,AVENIDA,NO,ALVAREZ THOMAS AV. 879,13,-58.45448963,-34.57916920,AUTO-CARGAS,AUTO,CARGAS,CONDUCTOR,MASCULINO,60
2018-0046,1,2018,Mayo,Miércoles,3,GRAL PAZ,SI,"PAZ, GRAL. AV. y RIVADAVIA AV.",9,-58.52927982,-34.63931752,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,11
2018-0047,1,2018,Mayo,Martes,19,AVENIDA,SI,CORRIENTES AV. y DORREGO AV.,15,-58.44759966,-34.59170240,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,82
2018-0048,1,2018,Mayo,Miércoles,10,AVENIDA,SI,RIVADAVIA AV. y PEDERNERA,7,-58.46411215,-34.62925068,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,57
2018-0049,1,2018,Mayo,Viernes,19,CALLE,NO,QUESADA 2300,13,-58.46213220,-34.55395823,PEATON-AUTO,PEATON,AUTO,PEATON,FEMENINO,40
2018-0050,1,2018,Mayo,Lunes,18,AVENIDA,SI,CABILDO AV. y JURAMENTO AV.,13,-58.45669422,-34.56203610,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,47
2018-0051,1,2018,Mayo,Martes,21,CALLE,SI,"CALIFORNIA y CARBONARI, FRANCISCO, CMTE.",4,-58.35977160,-34.64341878,PEATON-AUTO,PEATON,AUTO,PEATON,FEMENINO,57
2018-0052,1,2018,Mayo,Viernes,20,AVENIDA,SI,"CARRIL, SALVADOR MARIA DEL AV. y NAZCA",15,-58.49820145,-34.59070093,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,78
2018-0053,1,2018,Mayo,Domingo,2,CALLE,SI,SAN LUIS y AGUERO,3,-58.41059280,-34.59939180,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,43
2018-0054,1,2018,Mayo,Martes,11,CALLE,NO,LUGONES 2430,12,-58.47969138,-34.57121563,PEATON-BICICLETA,PEATON,BICICLETA,PEATON,FEMENINO,86
2018-0055,1,2018,Mayo,Martes,7,AVENIDA,SI,INDEPENDENCIA AV. y JUJUY AV.,3,-58.40351561,-34.61883916,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,21
2018-0056,1,2018,Junio,Sábado,13,AVENIDA,NO,RIVADAVIA AV. 11050,9,-58.51973844,-34.63918987,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,69
2018-0057,1,2018,Junio,Domingo,3,CALLE,SI,COMBATE DE LOS POZOS y HUMBERTO 1Â°,3,-58.39311376,-34.62163006,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,33
2018-0058,1,2018,Junio,Domingo,6,AVENIDA,SI,CORDOBA AV. y THAMES,15,-58.43531242,-34.59082159,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,26
2018-0059,1,2018,Junio,Viernes,6,AVENIDA,SI,"GARAY, JUAN DE AV. y SANCHEZ DE LORIA",5,-58.41178165,-34.63035454,MOTO-MOVIL,MOTO,OTRO,CONDUCTOR,MASCULINO,54
2018-0060,1,2018,Junio,Viernes,12,AVENIDA,SI,"LAVALLE y ALEM, LEANDRO N. AV.",1,-58.37048800,-34.60189492,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,51
2018-0061,1,2018,Junio,Domingo,11,CALLE,SI,ESTADOS UNIDOS y PICHINCHA,3,-58.39883882,-34.61964833,MOTO-MOTO,MOTO,MOTO,CONDUCTOR,MASCULINO,51
2018-0062,1,2018,Junio,Jueves,1,CALLE,SI,ROSARIO y BARCO CENTENERA DEL,6,-58.44110156,-34.62082399,PEATON-CARGAS,PEATON,CARGAS,PEATON,MASCULINO,32
2018-0063,1,2018,Junio,Sábado,21,AVENIDA,SI,"ALEM, LEANDRO N. AV. y VIAMONTE",1,-58.37093138,-34.59952725,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,28
2018-0064,1,2018,Junio,Lunes,1,AVENIDA,SI,VARELA AV. y PRIMERA JUNTA,7,-58.45855262,-34.63953253,AUTO-CARGAS,AUTO,CARGAS,CONDUCTOR,MASCULINO,30
2018-0065,1,2018,Junio,Martes,17,CALLE,SI,"PELLEGRINI, CARLOS y JUNCAL",1,-58.38161909,-34.59283447,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,35
2018-0066,1,2018,Junio,Jueves,11,AVENIDA,SI,"CORRIENTES AV. y LACROZE, FEDERICO AV.",15,-58.45511899,-34.58698157,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,73
2018-0067,1,2018,Junio,Viernes,16,AVENIDA,SI,"MONTES DE OCA, MANUEL AV. y FINOCHIETTO ENRIQUE DR.",4,-58.37724226,-34.62973033,PASAJEROS-AUTO,PASAJEROS,AUTO,PASAJERO_ACOMPAÑANTE,FEMENINO,81
2018-0068,1,2018,Julio,Domingo,9,AVENIDA,SI,"CARABOBO AV. y ALBERDI, JUAN BAUTISTA AV.",7,-58.45546217,-34.62930339,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,21
2018-0069,1,2018,Julio,Miércoles,21,AVENIDA,NO,CORDOBA AV. 2215,2,-58.39897064,-34.59954925,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS,CICLISTA,MASCULINO,20
2018-0070,1,2018,Julio,Sábado,15,CALLE,SI,"ESTADOS UNIDOS y URQUIZA, GRAL.",3,-58.40917826,-34.62126274,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,33
2018-0071,1,2018,Julio,Martes,17,AVENIDA,SI,"MORENO y HUERGO, ING. AV.",1,-58.36726348,-34.61099738,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,39
2018-0072,1,2018,Julio,Miércoles,13,AUTOPISTA,NO,AUTOPISTA DELLEPIANE LUIS TTE. GRAL. y MONTIEL,8,-58.48267426,-34.68454456,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,27
2018-0073,1,2018,Julio,Miércoles,15,AVENIDA,NO,"IRIARTE, GRAL. AV. 3400",4,-58.39546165,-34.65168841,PEATON-CARGAS,PEATON,CARGAS,PEATON,FEMENINO,67
2018-0074,1,2018,Julio,Sábado,6,AVENIDA,NO,"ALBERDI, JUAN BAUTISTA AV. 2968",7,-58.46941984,-34.63376545,AUTO-CARGAS,AUTO,CARGAS,CONDUCTOR,MASCULINO,25
2018-0075,1,2018,Julio,Domingo,7,AVENIDA,SI,DEL LIBERTADOR AV. y ORTIZ DE OCAMPO,14,-58.40367321,-34.58129246,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,23
2018-0076,1,2018,Julio,Lunes,9,CALLE,SI,"CHAVEZ, JORGE y PAZ, GRAL. AV.",9,-58.52932872,-34.65014993,AUTO-CARGAS,AUTO,CARGAS,CONDUCTOR,MASCULINO,73
2018-0077,1,2018,Julio,Lunes,23,CALLE,SI,"URQUIZA, GRAL. y ESTADOS UNIDOS",3,-58.40917826,-34.62126274,AUTO-CARGAS,AUTO,CARGAS,CONDUCTOR,MASCULINO,58
